Time1,GRFzDL1,GRFxDL1,Time1b,GRFzSL1,GRFxSL1,Time2,GRFzDL2,GRFxDL2,Time2b,GRFzSL2,GRFxSL2,Time3,GRFzDL3,GRFxDL3,Time3b,GRFzSL3,GRFxSL3
0.631,722.75,182.71,,,,0.631,783.11,200.41,,,,0.631,737.7,212.2,0.631,362.1,-63.2
0.632,719.31,182.36,,,,0.632,781.46,200.81,,,,0.632,735.63,212.11,0.632,361.8,-63.15
0.633,717.69,181.22,,,,0.633,779.37,200.72,,,,0.633,733.72,211.94,0.633,361.27,-63.15
0.634,714.49,180.87,,,,0.634,777.14,200.41,,,,0.634,730.44,211.76,0.634,360.37,-63.15
0.635,712.34,180.43,,,,0.635,777.93,200.5,,,,0.635,728.36,211.37,0.635,359.54,-62.76
0.636,709.67,179.55,,,,0.636,777.76,200.46,,,,0.636,725.96,210.93,0.636,358.33,-63.28
0.637,706.76,179.46,,,,0.637,776.33,200.33,,,,0.637,723.14,211.63,0.637,357.84,-63.11
0.638,702.63,178.37,,,,0.638,774.29,199.97,,,,0.638,720.55,211.24,0.638,357.05,-63.11
0.639,700.57,177.97,,,,0.639,772.86,200.59,,,,0.639,717.88,210.84,0.639,356.09,-62.81
0.64,696.22,177.01,,,,0.64,771.54,200.59,,,,0.64,715.37,210.36,0.64,355.65,-63.15
0.641,693.88,176.88,,,,0.641,770.94,200.63,,,,0.641,712.53,210.27,0.641,355.26,-62.76
0.642,690.11,176.18,,,,0.642,769.02,199.8,,,,0.642,708.51,209.92,0.642,354.19,-62.76
0.643,686.97,175.87,,,,0.643,768.38,200.11,,,,0.643,705.46,209.48,0.643,353.36,-63.2
0.644,684.88,175.21,,,,0.644,766.06,199.8,,,,0.644,702.59,209.27,0.644,353.15,-62.85
0.645,680.94,174.86,,,,0.645,763.78,199.67,,,,0.645,699.56,209.35,0.645,352.37,-62.72
0.646,678.68,174.34,,,,0.646,762.05,199.36,,,,0.646,694.49,208.56,0.646,351.14,-62.94
0.647,675.62,174.03,,,,0.647,761.21,199.58,,,,0.647,691.02,208.26,0.647,350.22,-62.98
0.648,670.84,173.42,,,,0.648,758.74,199.23,,,,0.648,686.92,207.95,0.648,348.89,-62.54
0.649,667.64,172.72,,,,0.649,756.48,199.01,,,,0.649,684.08,207.95,0.649,348.66,-62.67
0.65,663.27,172.72,,,,0.65,753.86,198.79,,,,0.65,680.06,207.07,0.65,347.69,-62.67
0.651,659.74,171.88,,,,0.651,751,198.66,,,,0.651,676.53,206.07,0.651,347.1,-62.67
0.652,655.56,171.53,,,,0.652,749.6,198.53,,,,0.652,671.33,205.63,0.652,345.18,-62.37
0.653,653.16,171.31,,,,0.653,746.82,198.48,,,,0.653,668.21,204.97,0.653,344.29,-62.2
0.654,648.12,170.17,,,,0.654,745.69,198.13,,,,0.654,663.17,204.09,0.654,342.52,-62.11
0.655,645.56,170.09,,,,0.655,743.21,197.96,,,,0.655,658.96,203.22,0.655,341.56,-61.85
0.656,640.35,169.82,,,,0.656,741.64,197.7,,,,0.656,654.8,202.91,0.656,339.72,-61.98
0.657,637.4,168.95,,,,0.657,737.95,197.3,,,,0.657,650.59,202.12,0.657,338.97,-62.41
0.658,632.73,168.33,,,,0.658,735.75,197.21,,,,0.658,645.3,201.16,0.658,337.04,-62.11
0.659,629.15,167.59,,,,0.659,732.66,196.91,,,,0.659,640.04,199.71,0.659,334.12,-61.33
0.66,624.22,166.84,,,,0.66,729,196.82,,,,0.66,634.29,198.79,0.66,332.46,-60.85
0.661,622.07,166.84,,,,0.661,725.78,196.38,,,,0.661,630.27,197.96,0.661,332.39,-59.89
0.662,617.99,166.45,,,,0.662,722.26,195.99,,,,0.662,624.32,196.43,0.662,331.9,-59.2
0.663,613.2,165.75,,,,0.663,718.66,195.9,,,,0.663,618.65,194.8,0.663,330.78,-58.93
0.664,609.73,165.05,,,,0.664,715.52,195.9,,,,0.664,612.65,193.4,0.664,329.4,-58.85
0.665,606.95,164.39,,,,0.665,710.78,195.68,,,,0.665,606.65,192.04,0.665,327.21,-58.15
0.666,602.48,163.78,,,,0.666,707.65,195.37,,,,0.666,606.32,190.9,0.666,325.18,-57.8
0.667,599.81,162.55,,,,0.667,702.91,194.58,,,,0.667,596.66,188.41,0.667,323.95,-57.54
0.668,595.24,161.85,,,,0.668,699.53,193.4,,,,0.668,590.25,185.99,0.668,323.22,-57.11
0.669,592.51,160.84,,,,0.669,695.81,192.26,,,,0.669,586.09,183.67,0.669,322.53,-55.76
0.67,588,160.05,,,,0.67,693.5,190.99,,,,0.67,581.85,181.83,0.67,321.17,-54.8
0.671,585.14,159,,,,0.671,688.46,190.46,,,,0.671,576.48,179.51,0.671,319.59,-54.02
0.672,582.38,157.64,,,,0.672,683.84,189.19,,,,0.672,570.04,178.06,0.672,318.01,-53.54
0.673,579.49,156.46,,,,0.673,678.75,188.67,,,,0.673,566.16,177.27,0.673,315.94,-52.67
0.674,576.57,154.35,,,,0.674,673.72,187.66,,,,0.674,560.27,174.69,0.674,315.04,-52.02
0.675,574.14,152.82,,,,0.675,668.35,187,,,,0.675,553.93,171.4,0.675,314.27,-50.93
0.676,569.98,150.5,,,,0.676,664.58,186.52,,,,0.676,549.44,168.86,0.676,313.49,-50.5
0.677,568,149.18,,,,0.677,658.66,185.16,,,,0.677,542.87,166.27,0.677,312.8,-49.58
0.678,564.33,147.52,,,,0.678,656.59,184.24,,,,0.678,539.61,164.13,0.678,312.31,-49.15
0.679,560.37,146.51,,,,0.679,650.32,183.8,,,,0.679,535.07,162.9,0.679,311.08,-47.97
0.68,558.24,144.45,,,,0.68,646.96,182.66,,,,0.68,528.96,161.32,0.68,310.18,-47.45
0.681,554.64,143.48,,,,0.681,641.87,181.92,,,,0.681,522.96,160.8,0.681,308.79,-46.54
0.682,552.71,141.42,,,,0.682,636.97,180.87,,,,0.682,518.76,158.3,0.682,307.22,-45.19
0.683,550.28,140.15,,,,0.683,632.82,179.55,,,,0.683,515.45,156.72,0.683,306.47,-44.02
0.684,547.55,138.58,,,,0.684,628.55,178.63,,,,0.684,513.36,155.14,0.684,305.81,-43.41
0.685,545.7,137.04,,,,0.685,623.02,177.49,,,,0.685,507.82,152.64,0.685,305.72,-42.41
0.686,544.1,135.64,,,,0.686,620.57,176.75,,,,0.686,505.48,150.32,0.686,305.52,-41.71
0.687,541.21,134.32,,,,0.687,615.18,175.52,,,,0.687,501.37,148.26,0.687,305.49,-40.49
0.688,538.98,133.19,,,,0.688,612.92,174.64,,,,0.688,497.71,146.64,0.688,304.42,-40.19
0.689,536.83,132.09,,,,0.689,608.29,173.59,,,,0.689,492.37,143.26,0.689,303.68,-39.58
0.69,533.99,130.64,,,,0.69,603.45,172.58,,,,0.69,491.26,139.45,0.69,303.73,-38.41
0.691,533.19,129.99,,,,0.691,599.73,171.49,,,,0.691,488.73,134.85,0.691,304.08,-37.36
0.692,530.22,129.64,,,,0.692,594.29,170.61,,,,0.692,489.92,134.85,0.692,303.66,-36.58
0.693,528.75,128.23,,,,0.693,591.01,169.3,,,,0.693,486.7,127.22,0.693,303.55,-36.32
0.694,526.99,127.53,,,,0.694,587.38,168.51,,,,0.694,482.38,122.1,0.694,302.97,-35.58
0.695,526.6,126.61,,,,0.695,582.81,167.02,,,,0.695,477.14,118.77,0.695,302.22,-35.49
0.696,525.06,126.13,,,,0.696,580.47,166.19,,,,0.696,474.31,116.93,0.696,301.9,-34.58
0.697,523.33,125.25,,,,0.697,575.21,165.4,,,,0.697,471.06,114.69,0.697,301.8,-34.27
0.698,521.09,124.51,,,,0.698,571.8,163.42,,,,0.698,468,112.85,0.698,301.64,-33.79
0.699,519.96,123.94,,,,0.699,565.96,162.42,,,,0.699,463.26,109.43,,,
0.7,519.33,123.32,,,,0.7,563.35,161.58,,,,0.7,460.59,109.43,,,
0.701,517.21,122.23,,,,0.701,560.18,159.61,,,,0.701,459.54,105.05,,,
0.702,516.07,122.01,,,,0.702,557.09,156.24,,,,0.702,461.14,101.81,,,
0.703,514.14,121.18,,,,0.703,552.97,155.62,,,,0.703,459.74,98.43,,,
0.704,512.87,120.3,,,,0.704,551.37,153.04,,,,0.704,458.53,95.85,,,
0.705,511.38,119.64,,,,0.705,548.59,151.72,,,,0.705,455.79,93.13,,,
0.706,509.98,118.9,,,,0.706,543.39,150.98,,,,0.706,453.04,90.59,,,
0.707,508.13,118.24,,,,0.707,541.66,149.58,,,,0.707,451.03,88.44,,,
0.708,506.75,117.93,,,,0.708,538.27,148.61,,,,0.708,450.15,87.17,,,
0.709,504.47,117.98,,,,0.709,536.42,147.43,,,,0.709,450.78,85.94,,,
0.71,502.66,118.07,,,,0.71,533.9,145.76,,,,0.71,450.8,84.45,,,
0.711,501.94,118.46,,,,0.711,531.23,145.19,,,,0.711,451.44,82.79,,,
0.712,502.03,118.55,,,,0.712,529.08,143.18,,,,0.712,451.06,81.03,,,
0.713,502.55,118.55,,,,0.713,526.6,141.69,,,,0.713,452.11,79.98,,,
0.714,502.11,118.72,,,,0.714,523.19,140.5,,,,0.714,453.77,78.93,,,
0.715,501.83,118.72,,,,0.715,522.49,138.31,,,,0.715,454.96,76.83,,,
0.716,501.5,118.77,,,,0.716,520.13,136.6,,,,0.716,454.88,75.07,,,
0.717,500.05,119.12,,,,0.717,517.46,135.55,,,,0.717,455.59,74.06,,,
0.718,498.26,119.73,,,,0.718,516.5,133.54,,,,0.718,456.64,73.14,,,
0.719,497.35,120.04,,,,0.719,514.49,131.87,,,,0.719,457.44,71.83,,,
0.72,495.4,120.69,,,,0.72,513.03,129.99,,,,0.72,457.91,70.51,,,
0.721,493.75,121.18,,,,0.721,510.2,128.98,,,,0.721,458.13,69.99,,,
0.722,494.38,120.91,,,,0.722,509.07,127.49,,,,0.722,459.75,69.24,,,
0.723,494.9,120.83,,,,0.723,509.01,125.91,,,,0.723,460.53,68.76,,,
0.724,494.6,121.05,,,,0.724,507.31,124.73,,,,0.724,462.08,68.24,,,
0.725,493.37,121.26,,,,0.725,506.98,123.94,,,,0.725,464.31,67.62,,,
0.726,491.9,122.14,,,,0.726,506.62,121.88,,,,0.726,466.08,67.4,,,
0.727,491.08,123.11,,,,0.727,506.35,121.57,,,,0.727,468.06,67.05,,,
0.728,489.26,123.59,,,,0.728,505.72,120.13,,,,0.728,469.58,66.57,,,
0.729,487.39,123.98,,,,0.729,506.3,119.73,,,,0.729,472.06,66.44,,,
0.73,486.18,124.38,,,,0.73,506.11,118.72,,,,0.73,473.17,66.35,,,
0.731,485.83,124.9,,,,0.731,506.5,117.89,,,,0.731,474.3,66.13,,,
0.732,484.95,125.38,,,,0.732,507.41,117.54,,,,0.732,476.12,66.04,,,
0.733,484.86,125.73,,,,0.733,508.1,117.01,,,,0.733,477.61,65.83,,,
0.734,483.48,126.57,,,,0.734,509.07,117.19,,,,0.734,479.49,66,,,
0.735,482.35,126.83,,,,0.735,509.15,116.53,,,,0.735,481.08,65.56,,,
0.736,478.56,127.22,,,,0.736,509.29,116.53,,,,0.736,482.69,65.87,,,
0.737,476.58,127.93,,,,0.737,509.1,116.79,,,,0.737,484.1,66.4,,,
0.738,474.52,128.98,,,,0.738,509.57,116.36,,,,0.738,484.9,66.57,,,
0.739,473.33,129.55,,,,0.739,509.93,116.18,,,,0.739,485.67,66.7,,,
0.74,471.76,129.99,,,,0.74,508.97,116.84,,,,0.74,489.89,66,,,
0.741,469.91,130.86,,,,0.741,508.72,116.44,,,,0.741,491.25,65.21,,,
0.742,468.81,131.13,,,,0.742,508.14,116.62,,,,0.742,491.8,65.17,,,
0.743,468.51,131.61,,,,0.743,508.09,116.58,,,,0.743,492.71,65.87,,,
0.744,466.63,132.05,,,,0.744,506.97,117.28,,,,0.744,494.34,66.7,,,
0.745,465.56,132.92,,,,0.745,507.16,117.5,,,,0.745,494.42,67.14,,,
0.746,463.75,133.45,,,,0.746,508.92,117.41,,,,0.746,494.61,67.23,,,
0.747,461.3,134.19,,,,0.747,511.76,116.97,,,,0.747,495.17,67.84,,,
0.748,457.53,134.76,,,,0.748,512.37,116.44,,,,0.748,496.53,68.41,,,
0.749,455.96,135.55,,,,0.749,511.55,117.06,,,,0.749,498.43,69.29,,,
0.75,454.05,136.3,,,,0.75,511.61,117.41,,,,0.75,498.8,70.21,,,
0.751,451.76,136.52,,,,0.751,512.58,118.07,,,,0.751,500.64,70.78,,,
0.752,449.72,137.52,,,,0.752,511.67,118.46,,,,0.752,500.84,71.26,,,
0.753,446.91,137.66,,,,0.753,510.27,118.94,,,,0.753,501.23,72.31,,,
0.754,443.69,138.27,,,,0.754,512.15,119.34,,,,0.754,501.59,73.5,,,
0.755,441.29,138.93,,,,0.755,513.67,119.64,,,,0.755,501.07,75.25,,,
0.756,438.18,139.58,,,,0.756,514.5,119.95,,,,0.756,499.92,76.04,,,
0.757,435.07,140.07,,,,0.757,516.09,120.39,,,,0.757,497.58,77.7,,,
0.758,432.64,140.5,,,,0.758,517.94,120.48,,,,0.758,496.24,78.93,,,
0.759,429.52,140.94,,,,0.759,517.2,120.74,,,,0.759,495.72,81.03,,,
0.76,426.87,141.21,,,,0.76,516.16,121.09,,,,0.76,494.54,82.65,,,
0.761,423.48,141.56,,,,0.761,515.42,121.88,,,,0.761,493.94,85.02,,,
0.762,420.01,142.39,,,,0.762,514.08,122.71,,,,0.762,492.52,87.87,,,
0.763,415.68,142.74,,,,0.763,512.49,123.28,,,,0.763,491.53,91.11,,,
0.764,412.1,143.26,,,,0.764,511.11,123.85,,,,0.764,489.11,93.7,,,
0.765,406.39,143.44,,,,0.765,511.33,124.2,,,,0.765,488.79,95.32,,,
0.766,400.91,143.92,,,,0.766,511.69,124.73,,,,0.766,487.66,98.34,,,
0.767,398.59,144.01,,,,0.767,511.14,125.38,,,,0.767,486.73,101.54,,,
0.768,395.23,144.1,,,,0.768,510.71,126.52,,,,0.768,484.5,104.22,,,
0.769,393.09,143.62,,,,0.769,509.29,126.96,,,,0.769,482.6,106.36,,,
0.77,385.15,144.05,,,,0.77,507.64,127.93,,,,0.77,480.82,108.51,,,
0.771,380.1,144.36,,,,0.771,505.91,129.07,,,,0.771,477.8,111.54,,,
0.772,376.78,144.89,,,,0.772,504.39,129.42,,,,0.772,475.99,114.38,,,
0.773,373.47,144.32,,,,0.773,503.1,130.38,,,,0.773,474.47,116.58,,,
0.774,370.74,144.75,,,,0.774,501.47,131.34,,,,0.774,472.39,118.55,,,
0.775,363.35,144.4,,,,0.775,499.65,132.18,,,,0.775,469.86,122.36,,,
0.776,357.93,144.05,,,,0.776,497.56,132.97,,,,0.776,467.05,124.07,,,
0.777,352.31,144.49,,,,0.777,494.45,134.28,,,,0.777,464.17,126.61,,,
0.778,346.91,144.75,,,,0.778,491.7,134.89,,,,0.778,461.83,128.76,,,
0.779,341.34,145.19,,,,0.779,489.42,136.08,,,,0.779,458.33,130.82,,,
0.78,336.05,145.68,,,,0.78,487.22,136.6,,,,0.78,454.48,132.09,,,
0.781,333.17,145.89,,,,0.781,484.96,137.44,,,,0.781,451.38,133.8,,,
0.782,329.5,146.03,,,,0.782,482.43,138.53,,,,0.782,449.23,134.5,,,
0.783,322.51,145.89,,,,0.783,480.47,139.19,,,,0.783,445.29,135.9,,,
0.784,316.7,145.76,,,,0.784,476.17,140.15,,,,0.784,441.03,137.04,,,
0.785,309.88,145.76,,,,0.785,472.4,141.07,,,,0.785,437.86,138.05,,,
0.786,305.19,145.94,,,,0.786,468.48,141.86,,,,0.786,436.87,138.71,,,
0.787,298.43,145.94,,,,0.787,465.04,142.91,,,,0.787,433.37,139.63,,,
0.788,291.51,145.59,,,,0.788,461.93,143.48,,,,0.788,429.16,140.24,,,
0.789,286.02,144.32,,,,0.789,458.77,143.92,,,,0.789,423.29,140.46,,,
0.79,280.09,143.31,,,,0.79,455.32,144.71,,,,0.79,419.27,140.99,,,
0.791,272.5,141.6,,,,0.791,452.29,144.71,,,,0.791,416.52,141.07,,,
0.792,267.56,138.88,,,,0.792,448.71,145.37,,,,0.792,412.57,142.34,,,
0.793,259.72,136.95,,,,0.793,445.57,146.07,,,,0.793,407.29,142.39,,,
0.794,255.11,134.15,,,,0.794,441.05,146.42,,,,0.794,395.42,142.39,,,
0.795,247.86,131.7,,,,0.795,436.64,147.08,,,,0.795,388.53,142.61,,,
0.796,242.53,127.53,,,,0.796,431.84,147.12,,,,0.796,376.46,140.28,,,
0.797,237.75,122.49,,,,0.797,427.96,147.87,,,,0.797,372.63,134.02,,,
0.798,231.07,119.69,,,,0.798,422.97,147.87,,,,0.798,365.2,129.5,,,
0.799,224.9,115.48,,,,0.799,418.05,147.82,,,,0.799,357.85,127.01,,,
0.8,218.64,113.16,,,,0.8,413.45,148.17,,,,0.8,353.97,127.01,,,
0.801,210.83,110.44,,,,0.801,409.26,148.22,,,,0.801,350.03,130.2,,,
0.802,204.6,109.56,,,,0.802,402.2,148.35,,,,0.802,347.85,133.19,,,
0.803,196.5,108.38,,,,0.803,396.71,148.35,,,,0.803,345.27,133.1,,,
0.804,191.4,106.5,,,,0.804,387.94,148.44,,,,0.804,338.42,132.62,,,
0.805,186.4,104.09,,,,0.805,382.21,148.87,,,,0.805,323.29,132.22,,,
0.806,181.93,102.46,,,,0.806,374.13,148.87,,,,0.806,314.47,131.74,,,
0.807,177.51,98.12,,,,0.807,367.04,148.87,,,,0.807,305.9,131.96,,,
0.808,173.18,94.84,,,,0.808,358.77,148.74,,,,0.808,301.78,133.14,,,
0.809,166.76,91.16,,,,0.809,352.79,148.61,,,,0.809,299.7,133.49,,,
0.81,162.23,85.99,,,,0.81,344.92,147.87,,,,0.81,295.37,133.45,,,
0.811,156.3,83.01,,,,0.811,339.08,147.6,,,,0.811,288.92,132.05,,,
0.812,151.53,78.71,,,,0.812,331.05,146.99,,,,0.812,283.5,129.85,,,
0.813,145.63,75.95,,,,0.813,324.52,145.37,,,,0.813,276.62,127.27,,,
0.814,140.42,72.36,,,,0.814,316.74,143.35,,,,0.814,267.95,124.64,,,
0.815,134.51,70.16,,,,0.815,310.15,140.46,,,,0.815,262.19,121.35,,,
0.816,129.41,65.17,,,,0.816,301.6,138.01,,,,0.816,258.33,119.38,,,
0.817,119.13,62.19,,,,0.817,293.35,135.81,,,,0.817,251.63,117.23,,,
0.818,113.79,58.38,,,,0.818,286.1,133.23,,,,0.818,244.11,113.77,,,
0.819,108.99,56.01,,,,0.819,278.9,131.08,,,,0.819,238.57,109.61,,,
0.82,104.67,49.61,,,,0.82,267.52,128.41,,,,0.82,231.84,105.36,,,
0.821,100.76,46.5,,,,0.821,262,123.81,,,,0.821,227.26,102.55,,,
0.822,97.42,42.82,,,,0.822,254.66,119.95,,,,0.822,220.38,98.43,,,
0.823,97.98,36.73,,,,0.823,234.1,115.74,,,,0.823,215.91,95.28,,,
0.824,99.32,33.44,,,,0.824,218.56,112.37,,,,0.824,209.4,91.38,,,
0.825,101.2,32.17,,,,0.825,228.6,111.01,,,,0.825,205.43,88.75,,,
0.826,99.9,30.06,,,,0.826,230.32,105.05,,,,0.826,198.16,85.63,,,
0.827,97.5,24.98,,,,0.827,220.46,96.11,,,,0.827,190.69,80.42,,,
0.828,91.06,20.12,,,,0.828,209.48,90.02,,,,0.828,185.01,75.95,,,
0.829,85.7,13.32,,,,0.829,193.29,88.4,,,,0.829,180.47,72.14,,,
0.83,79.2,9.33,,,,0.83,183.75,84.71,,,,0.83,173.33,68.94,,,
0.831,74.9,5.13,,,,0.831,179.94,80.42,,,,0.831,167.15,64.86,,,
0.832,71.48,3.81,,,,0.832,168.19,77.53,,,,0.832,162.63,59.91,,,
0.833,69.24,2.1,,,,0.833,160.1,71.83,,,,0.833,159.51,56.4,,,
0.834,66.84,0.92,,,,0.834,160.15,67.49,,,,0.834,153.37,51.45,,,
0.835,64.28,0.18,,,,0.835,159.1,62.28,,,,0.835,148.74,46.81,,,
0.836,62.87,0.18,,,,0.836,152.58,58.42,,,,0.836,142.26,43.69,,,
0.837,61.16,0.39,,,,0.837,145.36,51.23,,,,0.837,137.99,39,,,
0.838,58.71,0.09,,,,0.838,132.91,47.9,,,,0.838,133.17,36.33,,,
0.839,55.96,0.09,,,,0.839,125.73,43.78,,,,0.839,122.03,32.69,,,
0.84,53.74,-0.13,,,,0.84,118.99,39.14,,,,0.84,122.39,29.76,,,
0.841,52.61,0.39,,,,0.841,113.22,36.2,,,,0.841,122.25,26.91,,,
0.842,52.47,0.13,,,,0.842,110.04,34.58,,,,0.842,117.92,23.71,,,
0.843,52,0.22,,,,0.843,105.87,34.75,,,,0.843,112,19.68,,,
0.844,52.91,0.18,,,,0.844,101.08,34.1,,,,0.844,105.08,15.65,,,
0.845,55.11,0.18,,,,0.845,99.3,31.6,,,,0.845,102.41,11.53,,,
0.846,56.32,-26.82,,,,0.846,97.36,27.74,,,,0.846,101.09,9.2,,,
0.847,55.21,-49.87,,,,0.847,91.63,20.9,,,,0.847,96.15,6.53,,,
0.848,57.82,-52.02,,,,0.848,85.56,17.14,,,,0.848,89.37,1.1,,,
0.849,59.71,-44.83,,,,0.849,80.53,12.36,,,,0.849,89.34,-0.13,,,
0.85,63.52,-39.44,,,,0.85,75.21,10.26,,,,0.85,89.58,-0.09,,,
0.851,59.28,-24.81,,,,0.851,70.82,6.88,,,,0.851,90.38,0.22,,,
0.852,47,-13.1,,,,0.852,67.01,4.21,,,,0.852,85.84,-0.09,,,
,,,,,,0.853,64.79,0.31,,,,0.853,79.18,0.09,,,
,,,,,,0.854,63.38,-0.09,,,,0.854,75.34,-0.22,,,
,,,,,,0.855,60.38,0.04,,,,0.855,73.74,-0.09,,,
,,,,,,0.856,57.16,-0.09,,,,0.856,73.39,-9.38,,,
,,,,,,0.857,51.3,-0.26,,,,0.857,72.94,-59.47,,,
,,,,,,0.858,45.94,-0.22,,,,0.858,73.85,-70.91,,,
,,,,,,0.859,41.06,-0.04,,,,0.859,78.58,-66,,,
,,,,,,0.86,37.52,0.13,,,,0.86,85.65,-55.88,,,
,,,,,,0.861,36,0.04,,,,0.861,84.1,-42.69,,,
,,,,,,0.862,35.06,-15.21,,,,0.862,70.63,-20.07,,,
,,,,,,0.863,34.69,-43.78,,,,0.863,58.8,-11.7,,,
,,,,,,0.864,35.82,-43.65,,,,,,,,,
,,,,,,0.865,37.24,-34.53,,,,,,,,,
,,,,,,0.866,40.86,-28.84,,,,,,,,,
,,,,,,0.867,39.78,-12.31,,,,,,,,,
,,,,,,0.868,27.76,-0.88,,,,,,,,,
,,,,,,0.869,21.36,-0.26,,,,,,,,,
,,,,,,0.87,14.76,-3.24,,,,,,,,,
,,,,,,0.871,11.01,-12.75,,,,,,,,,
,,,,,,0.872,10.9,-13.45,,,,,,,,,
,,,,,,0.873,12.99,-8.9,,,,,,,,,
,,,,,,0.874,11.38,-9.55,,,,,,,,,
,,,,,,0.875,13.18,-12.45,,,,,,,,,
,,,,,,0.876,6.88,-8.55,,,,,,,,,
,,,,,,0.877,5.55,-3.59,,,,,,,,,
,,,,,,0.878,13.35,-4.65,,,,,,,,,
,,,,,,0.879,9.44,-8.81,,,,,,,,,
,,,,,,0.88,2.08,-4.73,,,,,,,,,
,,,,,,0.881,6.17,-0.26,,,,,,,,,
,,,,,,0.882,12.68,0.04,,,,,,,,,
,,,,,,0.883,14.64,-0.66,,,,,,,,,
,,,,,,0.884,13.05,-2.32,,,,,,,,,
,,,,,,0.885,10.45,-1.49,,,,,,,,,
,,,,,,0.886,9.15,-1.01,,,,,,,,,
,,,,,,0.887,6.9,-3.51,,,,,,,,,
,,,,,,0.888,3.3,-6.18,,,,,,,,,
,,,,,,0.889,0.92,-5.7,,,,,,,,,
,,,,,,0.89,-1.56,-4.21,,,,,,,,,
,,,,,,0.891,1.28,-4.6,,,,,,,,,
,,,,,,0.892,0.49,-4.82,,,,,,,,,
,,,,,,0.893,1.65,-3.77,,,,,,,,,
,,,,,,0.894,2.01,-2.28,,,,,,,,,
,,,,,,0.895,-0.22,-1.62,,,,,,,,,
